Wall time,Step,Value
1716045474.186191,0,3.3049368858337402
1716045475.796344,1,2.1526408195495605
1716045476.78082,2,1.6074018478393555
1716045477.5646641,3,1.7066991329193115
1716045478.415381,4,1.3751953840255737
1716045479.0092149,5,1.251221776008606
1716045479.657411,6,1.2782046794891357
1716045480.382057,7,1.0715464353561401
1716045480.774512,8,1.2258764505386353
1716045481.538531,9,1.0895440578460693
1716045482.3826659,10,0.8527228236198425
1716045483.612236,11,0.9245063662528992
1716045483.758683,12,0.9463829398155212
1716045484.3750331,13,0.8349734544754028
1716045484.822974,14,0.7423700094223022
1716045485.5502641,15,0.707213282585144
1716045486.2284238,16,0.7591357827186584
1716045486.883032,17,0.8773214817047119
1716045487.5702012,18,0.646454930305481
1716045488.1125472,19,0.6127231121063232
1716045488.5521731,20,0.8020575046539307
1716045489.8907552,21,0.8576452732086182
1716045490.4784708,22,0.6091140508651733
1716045490.92821,23,0.6250786185264587
1716045491.4957771,24,0.8333371877670288
1716045492.175926,25,0.5998736023902893
1716045492.709961,26,0.5886000990867615
1716045493.376632,27,0.5427125096321106
1716045493.883903,28,0.5474289059638977
1716045494.075716,29,0.5815854668617249
1716045494.472148,30,0.5285952091217041
1716045495.461324,31,0.5831665396690369
1716045495.6836731,32,0.5835645198822021
1716045496.454541,33,0.5650116205215454
1716045496.969044,34,0.6973888874053955
1716045497.817912,35,0.5180329084396362
1716045497.911892,36,0.5152233839035034
1716045498.406804,37,0.575994074344635
1716045498.96103,38,0.5046525001525879
1716045499.5215192,39,0.5571472644805908
1716045499.943924,40,0.49648651480674744
1716045501.108932,41,0.47344499826431274
1716045501.656065,42,0.4784885048866272
1716045502.40226,43,0.4641968011856079
1716045502.739614,44,0.4793093800544739
1716045503.27375,45,0.49878934025764465
1716045503.928263,46,0.44842714071273804
1716045504.5494149,47,0.49885594844818115
1716045505.063735,48,0.4600493013858795
1716045505.380233,49,0.46303868293762207
1716045506.0489469,50,0.46455109119415283
1716045507.094733,51,0.46976712346076965
1716045507.662087,52,0.4589778780937195
1716045507.99754,53,0.44698020815849304
1716045508.787591,54,0.44362539052963257
1716045509.4548638,55,0.4228193461894989
1716045509.95925,56,0.45067310333251953
1716045510.614115,57,0.44898688793182373
1716045511.004234,58,0.4253871738910675
1716045511.5295382,59,0.4398899972438812
1716045512.337443,60,0.4337390065193176
1716045513.190702,61,0.4452861547470093
1716045513.66011,62,0.4482564628124237
1716045514.3563259,63,0.4325394928455353
1716045514.869893,64,0.4092734456062317
1716045515.5090392,65,0.41493991017341614
1716045515.701229,66,0.4356781840324402
1716045516.295158,67,0.4033578932285309
1716045516.819374,68,0.4109828472137451
1716045517.183739,69,0.3989523649215698
1716045517.72859,70,0.4280736744403839
1716045518.438449,71,0.43491557240486145
1716045519.2132711,72,0.4357125163078308
1716045519.778938,73,0.4054734706878662
1716045520.443325,74,0.40280669927597046
1716045521.075871,75,0.4078676402568817
1716045521.728044,76,0.42112526297569275
1716045522.040771,77,0.4398469924926758
1716045522.781302,78,0.41403499245643616
1716045523.008408,79,0.4107736051082611
1716045523.783552,80,0.415274053812027
1716045524.79845,81,0.42741334438323975
1716045525.24366,82,0.3945801854133606
1716045525.712518,83,0.41207653284072876
1716045526.100404,84,0.39844706654548645
1716045526.45041,85,0.4090080261230469
1716045526.928816,86,0.4125932455062866
1716045527.636199,87,0.37755316495895386
1716045527.910111,88,0.3894118666648865
1716045528.319696,89,0.39167413115501404
1716045529.059087,90,0.4055672585964203
1716045530.1732092,91,0.39864033460617065
1716045530.684756,92,0.40543827414512634
1716045531.007874,93,0.3819914162158966
1716045531.7726452,94,0.38543951511383057
1716045532.108866,95,0.3931324779987335
1716045532.885333,96,0.3986930549144745
1716045533.3969731,97,0.38957905769348145
1716045534.017568,98,0.39468201994895935
1716045534.375906,99,0.3949283957481384
1716045534.785154,100,0.40112921595573425
1716045535.397943,101,0.38149377703666687
1716045535.828259,102,0.3994709253311157
1716045536.412076,103,0.39065974950790405
1716045536.811324,104,0.3889465034008026
1716045537.313416,105,0.38434576988220215
1716045537.926195,106,0.3994664251804352
1716045538.374698,107,0.37882816791534424
1716045538.8052878,108,0.3790737986564636
1716045539.182281,109,0.3789898753166199
1716045539.530433,110,0.3832474946975708
1716045540.5463161,111,0.3798774778842926
1716045540.932508,112,0.3711053431034088
1716045541.376836,113,0.38022172451019287
1716045541.483298,114,0.36500582098960876
1716045542.3462331,115,0.3843139708042145
1716045542.912228,116,0.3574822247028351
1716045543.371993,117,0.38263022899627686
1716045543.639173,118,0.3833519220352173
1716045544.161543,119,0.3925274908542633
1716045544.561853,120,0.38027095794677734
1716045545.678454,121,0.3797907829284668
1716045545.959061,122,0.36713823676109314
1716045546.4977431,123,0.3928782343864441
1716045547.1721501,124,0.400019109249115
