Wall time,Step,Value
1715652130.160188,0,2.3035788536071777
1715652136.390771,2,2.2630152702331543
1715652139.7441761,3,2.2357497215270996
1715652143.283775,4,2.2080280780792236
1715652162.5592818,9,2.078634262084961
1715652166.766739,10,2.049086809158325
1715652171.103808,11,2.0115489959716797
1715652183.1387131,14,1.9172197580337524
1715652187.578628,15,1.862298607826233
1715652191.710585,16,1.7900307178497314
1715652199.777324,18,1.650826096534729
1715652204.9350579,19,1.5988731384277344
1715652210.6162071,20,1.5278340578079224
1715652220.07444,22,1.4060596227645874
1715652225.063841,23,1.342153787612915
1715652240.00394,26,1.18223237991333
1715652244.259317,27,1.1261639595031738
1715652249.189003,28,1.0758497714996338
1715652253.2308428,29,1.0165573358535767
1715652257.3051898,30,0.9546356201171875
1715652270.066108,33,0.8321264386177063
1715652274.516814,34,0.7889357805252075
1715652284.138637,36,0.7194390296936035
1715652288.956536,37,0.6923349499702454
1715652293.4063601,38,0.6583815813064575
1715652297.5284889,39,0.6509047746658325
1715652303.009402,40,0.6385570168495178
1715652336.3599732,47,0.536634087562561
1715652341.379585,48,0.5197229981422424
1715652346.037523,49,0.5183015465736389
1715652350.085294,50,0.5095058083534241
1715652354.53047,51,0.49581384658813477
1715652358.853151,52,0.46108537912368774
1715652367.66331,54,0.4532610774040222
1715652372.10352,55,0.45974722504615784
1715652380.873966,57,0.4402152895927429
1715652394.784754,60,0.44028815627098083
1715652399.743675,61,0.43711337447166443
1715652404.28465,62,0.4353140890598297
1715652408.3819149,63,0.4398972988128662
1715652417.310431,65,0.3951652944087982
1715652422.513553,66,0.4254836142063141
1715652426.5674381,67,0.4246441423892975
1715652431.083044,68,0.4154682755470276
1715652439.430652,70,0.398721307516098
1715652443.960285,71,0.4130069613456726
1715652453.101056,73,0.384331077337265
1715652462.504797,75,0.3939380943775177
1715652472.239033,77,0.38903898000717163
1715652476.700118,78,0.39566877484321594
1715652481.830367,79,0.3978739380836487
1715652488.603229,80,0.36005836725234985
1715652498.329803,82,0.37919652462005615
1715652502.5678651,83,0.35490113496780396
1715652510.953206,85,0.39732733368873596
1715652515.3157299,86,0.3685669004917145
1715652529.056022,89,0.38040488958358765
1715652533.428999,90,0.4004184603691101
1715652555.301017,95,0.3496885895729065
1715652573.115778,99,0.3247275948524475
1715652578.648764,100,0.33373647928237915
1715652592.8968909,103,0.3624715507030487
1715652597.280663,104,0.30973750352859497
1715652606.926553,106,0.3200318217277527
1715652611.1625469,107,0.3263278603553772
1715652621.0019982,109,0.3375003933906555
1715652625.534461,110,0.3388122618198395
1715652629.661952,111,0.32947999238967896
1715652634.9631932,112,0.3390343189239502
1715652642.754635,114,0.32604384422302246
1715652646.798528,115,0.3205288052558899
1715652651.134336,116,0.2988211512565613
1715652675.6773,121,0.3105109930038452
1715652693.6944928,125,0.31157952547073364
1715652698.557882,126,0.32476964592933655
1715652706.9935172,128,0.29380494356155396
1715652712.390839,129,0.2873314619064331
1715652717.059008,130,0.31852468848228455
1715652721.579021,131,0.30802351236343384
1715652725.6529238,132,0.2989957630634308
1715652734.306465,134,0.3047495484352112
1715652742.971584,136,0.3127760589122772
1715652746.86396,137,0.29595327377319336
1715652751.558681,138,0.28615278005599976
1715652774.495658,143,0.29800599813461304
1715652779.8052711,144,0.29063931107521057
1715652784.6101089,145,0.3109523355960846
1715652789.646604,146,0.26350176334381104
1715652793.8430521,147,0.30481237173080444
1715652808.162266,150,0.2894119620323181
1715652826.4944901,154,0.28195270895957947
1715652834.481051,156,0.28414762020111084
1715652839.075456,157,0.28633832931518555
1715652847.94349,159,0.2812884747982025
1715652854.126262,160,0.2823837399482727
1715652863.175013,162,0.26214104890823364
1715652868.2642639,163,0.28145331144332886
1715652874.052628,164,0.2866775393486023
1715652883.3555598,166,0.2614704668521881
1715652895.057781,168,0.2810972332954407
1715652907.12206,170,0.26399344205856323
1715652911.737256,171,0.27912503480911255
1715652918.264368,172,0.27377185225486755
1715652927.663407,174,0.25499579310417175
1715652932.481972,175,0.28084859251976013
1715652936.891737,176,0.2680901288986206
1715652941.3752131,177,0.2536831498146057
1715652945.917137,178,0.27197331190109253
1715652955.718028,180,0.2624674141407013
1715652961.424195,181,0.2787632346153259
1715652966.2837062,182,0.2632933557033539
1715652972.0355048,183,0.28343579173088074
1715652976.253224,184,0.24429920315742493
1715652980.8723772,185,0.26293474435806274
1715652985.180552,186,0.2798570394515991
1715652998.9252968,189,0.23934075236320496
1715653003.089584,190,0.28126540780067444
1715653007.543995,191,0.25234970450401306
1715653012.4682748,192,0.2660452425479889
1715653028.068733,195,0.26950937509536743
1715653043.761963,198,0.2487843781709671
1715653048.471503,199,0.2350481003522873
1715653055.304557,200,0.26765549182891846
1715653065.108503,202,0.24159491062164307
1715653071.3398662,203,0.2693621516227722
1715653076.002054,204,0.25330498814582825
1715653080.613077,205,0.2890247404575348
1715653090.206409,207,0.2538609802722931
1715653100.318635,209,0.23950715363025665
1715653108.9953768,211,0.26684337854385376
1715653117.1019561,213,0.2643454670906067
1715653126.023042,215,0.27090147137641907
1715653130.526906,216,0.24504312872886658
1715653139.436192,218,0.2674480974674225
1715653143.6288471,219,0.252995103597641
1715653150.0235891,220,0.2589648962020874
1715653155.057539,221,0.2583801746368408
1715653159.88155,222,0.26935434341430664
1715653170.566418,224,0.24964499473571777
1715653175.248103,225,0.2488120049238205
1715653179.368402,226,0.2357344925403595
1715653193.6869068,229,0.251706063747406
1715653207.799701,232,0.2488943338394165
1715653217.406523,234,0.26726335287094116
1715653222.20135,235,0.2596251368522644
1715653225.9072168,236,0.2659779489040375
1715653229.978579,237,0.2595342695713043
1715653234.818002,238,0.24384553730487823
1715653239.626278,239,0.23684385418891907
1715653249.858711,241,0.22827768325805664
1715653254.9355252,242,0.2615380883216858
1715653263.961299,244,0.23879556357860565
1715653268.256667,245,0.2435998022556305
1715653272.837127,246,0.22855441272258759
1715653277.6661088,247,0.23548606038093567
1715653288.06433,249,0.2383376657962799
1715653300.982582,252,0.227369025349617
1715653306.2410948,253,0.24320252239704132
1715653311.897465,254,0.25289326906204224
1715653324.264808,257,0.24834147095680237
1715653328.940028,258,0.23291563987731934
1715653334.216438,259,0.2495046854019165
1715653339.9016309,260,0.24245257675647736
1715653348.818646,262,0.2339399755001068
1715653354.0382268,263,0.23958101868629456
1715653378.037974,268,0.26461365818977356
1715653387.023551,270,0.24802367389202118
1715653391.147377,271,0.24733313918113708
1715653404.754286,274,0.24294178187847137
1715653409.613426,275,0.22936300933361053
1715653414.5864031,276,0.2131575644016266
1715653423.8431869,278,0.24755361676216125
1715653429.319223,279,0.23442311584949493
1715653434.5022578,280,0.21055415272712708
1715653438.529845,281,0.22767849266529083
1715653442.871182,282,0.21992842853069305
1715653448.0742369,283,0.22993285953998566
1715653452.5398028,284,0.22924856841564178
1715653456.964341,285,0.24257616698741913
1715653466.0688488,287,0.24912457168102264
1715653470.732702,288,0.24335291981697083
1715653479.479309,290,0.23718059062957764
1715653484.671687,291,0.237369567155838
1715653503.1626592,295,0.27043184638023376
1715653507.946131,296,0.23787248134613037
1715653512.414508,297,0.22286364436149597
1715653517.4097989,298,0.22442956268787384
1715653522.88606,299,0.22920294106006622
1715653546.262939,304,0.2322290688753128
1715653550.876647,305,0.24822275340557098
1715653555.182881,306,0.22242231667041779
1715653559.156932,307,0.22037427127361298
1715653564.118579,308,0.22580775618553162
1715653568.332757,309,0.24135728180408478
1715653582.888949,312,0.21813058853149414
1715653587.024271,313,0.22543375194072723
1715653591.423184,314,0.20958475768566132
1715653596.403458,315,0.21299612522125244
1715653601.434669,316,0.2145000398159027
1715653610.3733811,318,0.23774316906929016
1715653614.806574,319,0.22269217669963837
1715653629.0331872,322,0.22771701216697693
1715653638.825703,324,0.22083592414855957
1715653663.355417,329,0.21407699584960938
1715653668.4894269,330,0.20574839413166046
1715653673.4070048,331,0.21505415439605713
1715653678.143015,332,0.23529306054115295
1715653682.548734,333,0.19869425892829895
1715653699.9121878,337,0.18928071856498718
1715653705.010234,338,0.193388432264328
1715653715.8405812,340,0.23135772347450256
1715653730.430439,343,0.22267551720142365
1715653735.5708501,344,0.21966755390167236
1715653739.9532611,345,0.21262101829051971
1715653744.126184,346,0.20183177292346954
1715653754.252167,348,0.20647235214710236
1715653758.836712,349,0.22099480032920837
1715653762.777675,350,0.22128255665302277
1715653772.489074,352,0.19892394542694092
1715653777.120808,353,0.2216048240661621
1715653781.698436,354,0.2215675562620163
1715653786.28728,355,0.22159704566001892
1715653795.453212,357,0.20095360279083252
1715653800.8442922,358,0.22339537739753723
1715653809.9714618,360,0.20736221969127655
1715653813.916981,361,0.20261362195014954
1715653819.098932,362,0.19484683871269226
1715653824.077327,363,0.22143802046775818
1715653828.53795,364,0.222697451710701
1715653833.628848,365,0.20971694588661194
1715653838.496125,366,0.24102839827537537
1715653842.759153,367,0.2024630755186081
1715653847.158665,368,0.2248222827911377
1715653851.3754601,369,0.22300104796886444
1715653874.69153,374,0.24220040440559387
1715653879.22496,375,0.21733935177326202
1715653888.54259,377,0.21331258118152618
1715653892.3276968,378,0.22129586338996887
1715653912.672812,382,0.2206728458404541
1715653920.852182,384,0.20011059939861298
1715653925.4440908,385,0.21639153361320496
1715653929.1432588,386,0.2101483792066574
1715653943.852727,389,0.2214026153087616
1715653947.3683221,390,0.19404549896717072
1715653951.529346,391,0.22538892924785614
1715653956.283473,392,0.21049804985523224
1715653961.415254,393,0.22962775826454163
1715653965.467715,394,0.2413385808467865
1715653969.737749,395,0.21133239567279816
1715653974.2337852,396,0.2302434742450714
1715653978.989999,397,0.22929194569587708
1715653982.923357,398,0.2349836379289627
1715653987.933783,399,0.21216841042041779
1715653993.735599,400,0.21378007531166077
1715653997.78397,401,0.212886244058609
1715654002.768852,402,0.2111750841140747
1715654012.261028,404,0.21877460181713104
1715654021.066169,406,0.22313401103019714
1715654025.553824,407,0.21625742316246033
1715654029.1332428,408,0.20441654324531555
1715654033.911188,409,0.23734445869922638
1715654047.07841,412,0.21154554188251495
1715654051.008842,413,0.20231255888938904
1715654055.746994,414,0.24216938018798828
1715654059.806834,415,0.21693488955497742
1715654073.065693,418,0.19650183618068695
1715654077.588574,419,0.2004532814025879
1715654088.599433,421,0.23380331695079803
1715654093.5251782,422,0.23872967064380646
1715654107.626913,425,0.22595612704753876
1715654112.437242,426,0.2319175899028778
1715654126.857792,429,0.22648215293884277
1715654131.7853281,430,0.22599609196186066
1715654135.9453068,431,0.2242724895477295
1715654149.8674948,434,0.24985972046852112
1715654154.50288,435,0.22610387206077576
1715654159.245107,436,0.2425587922334671
1715654163.0665228,437,0.22409948706626892
1715654167.080889,438,0.22659540176391602
1715654171.68311,439,0.24700872600078583
1715654177.877284,440,0.23606041073799133
1715654181.986432,441,0.23082081973552704
1715654190.665984,443,0.2328692376613617
1715654195.611118,444,0.20996031165122986
1715654199.9754581,445,0.21466033160686493
1715654203.931631,446,0.23949655890464783
1715654221.717185,450,0.22381886839866638
1715654225.995614,451,0.22313937544822693
1715654230.8400252,452,0.22486427426338196
1715654235.471779,453,0.22037625312805176
1715654240.029484,454,0.2170063555240631
1715654247.885782,456,0.21551963686943054
1715654256.194174,458,0.2413819283246994
1715654265.566976,460,0.2280612289905548
1715654271.008967,461,0.22883987426757812
1715654274.710923,462,0.2442438155412674
1715654283.660199,464,0.20817717909812927
1715654289.3706932,465,0.19529996812343597
1715654293.857266,466,0.21046657860279083
1715654304.404778,468,0.21587617695331573
1715654313.041218,470,0.23154406249523163
1715654316.910718,471,0.19932039082050323
1715654325.1525362,473,0.22174696624279022
1715654330.0946612,474,0.22905191779136658
1715654334.761309,475,0.20820088684558868
1715654347.2777689,478,0.21579599380493164
1715654351.5780602,479,0.2030009925365448
1715654357.66589,480,0.22774510085582733
1715654362.217557,481,0.19096393883228302
1715654365.677687,482,0.18873485922813416
1715654369.794317,483,0.2134765088558197
1715654374.231288,484,0.21292564272880554
1715654383.803788,486,0.21531276404857635
1715654388.68596,487,0.202640563249588
1715654394.062248,488,0.22183220088481903
1715654398.382175,489,0.18999168276786804
1715654407.41986,491,0.20149381458759308
1715654421.5183392,494,0.20334860682487488
1715654426.065567,495,0.21288816630840302
1715654434.933365,497,0.18411123752593994
